"Product ID";"Active (0/1)";Name;"Categories (x,y,z...)";"Price tax excluded";"Price tax included";"Tax rules ID";"Wholesale price";"On sale (0/1)";"Discount amount";"Discount percent";"Discount from (yyyy-mm-dd)";"Discount to (yyyy-mm-dd)";"Reference #";"Supplier reference #";"Supplier ID";"Manufacturer ID";EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;"Minimal quantity";Visibility;"Additional shipping cost";"Unit for the unit price";"Unit price";"Short description";Description;"Tags (x,y,z...)";"Meta title";"Meta keywords";"Meta description";"URL rewritten";"Text when in stock";"Text when backorder allowed";"Available for order (0 = No, 1 = Yes)";"Product available date";"Product creation date";"Show price (0 = No, 1 = Yes)";"Image URLs (x,y,z...)";"Delete existing images (0 = No, 1 = Yes)";"Feature (Name:Value:Position:Customized)";"Available online only (0 = No, 1 = Yes)";Condition;"Customizable (0 = No, 1 = Yes)";"Uploadable files (0 = No, 1 = Yes)";"Text fields (0 = No, 1 = Yes)";"Action when out of stock";"ID / Name of shop";"Advanced Stock Management";"Depends on stock";Warehouse;Accessories;Carriers;"Customization Fields";"Attacments Ids";"Date Update";"Base price"
11;1;"MCC ECOCERT Organic Green Tea Volumizing Mascara and Black Eyeliner Waterproof Set";2,16,17,18,19,20,21,22,23,24,25,40,41;20.28;20.28;1;0.000000;0;;;;;;;3;4;;;0.000000;0.000000;0.000000;0.000000;110.000000;100;1;both;0.00;;0;"<p>Our company advocates the postulate that the health is the biggest value in our lives. The point is that science and nature are easily combined in products that we are glad to offer you today. Our goal is to help you stay healthy as well as gorgeous at the same time. Soon you’ll discover how it is possible to use organic cosmetics for your body.</p>";"<p>Our company advocates the postulate that the health is the biggest value in our lives. The point is that science and nature are easily combined in products that we are glad to offer you today. Our goal is to help you stay healthy as well as gorgeous at the same time. Soon you’ll discover how it is possible to use organic cosmetics for your body.</p><p>You can shop with the confidence that you are in the place which has over twenty years of experience in organic cosmetics industry. We’ve collected all our knowledge to deliver you only the best organic, biodynamic, natural, wild-harvested cosmetology brands in the world.</p><p>Also you can always contact our consultants that are always glad to provide you with full information about our goods and natural products that are used in the process of production of  organic cosmetics. Our goal is to satisfy all our clients despite of their age, gender and race with premium, modern, effective alternatives to conventional beauty products.</p>";;;;;mcc-ecocert-organic-green-tea-volumizing-mascara-and-black-eyeliner-waterproof-set;;;1;0000-00-00;"2015-02-20 11:33:45";1;http://localhost/Prestashop/prestashop_011/img/p/6/1/61.jpg,http://localhost/Prestashop/prestashop_011/img/p/6/2/62.jpg,http://localhost/Prestashop/prestashop_011/img/p/6/3/63.jpg,http://localhost/Prestashop/prestashop_011/img/p/6/4/64.jpg,http://localhost/Prestashop/prestashop_011/img/p/6/5/65.jpg,http://localhost/Prestashop/prestashop_011/img/p/6/6/66.jpg;0;1:42:1,2:42:2,4:42:3;0;new;0;0;0;2;1;0;;;;;;;"2015-02-20 11:38:59";20.280000
12;1;"Natural Anti Aging Facial Mud Mask";2,26,27,28,29,30,31,32,33,34,35,36,37;56.51;56.51;1;0.000000;0;;;;;;;4;5;;;0.000000;0.000000;0.000000;0.000000;111.000000;100;1;both;0.00;;0;"<p>Our company advocates the postulate that the health is the biggest value in our lives. The point is that science and nature are easily combined in products that we are glad to offer you today. Our goal is to help you stay healthy as well as gorgeous at the same time. Soon you’ll discover how it is possible to use organic cosmetics for your body.</p>";"<p>Our company advocates the postulate that the health is the biggest value in our lives. The point is that science and nature are easily combined in products that we are glad to offer you today. Our goal is to help you stay healthy as well as gorgeous at the same time. Soon you’ll discover how it is possible to use organic cosmetics for your body.</p><p>You can shop with the confidence that you are in the place which has over twenty years of experience in organic cosmetics industry. We’ve collected all our knowledge to deliver you only the best organic, biodynamic, natural, wild-harvested cosmetology brands in the world.</p><p>Also you can always contact our consultants that are always glad to provide you with full information about our goods and natural products that are used in the process of production of  organic cosmetics. Our goal is to satisfy all our clients despite of their age, gender and race with premium, modern, effective alternatives to conventional beauty products.</p>";;;;;natural-anti-aging-facial-mud-mask;;;1;0000-00-00;"2015-02-20 11:33:45";1;http://localhost/Prestashop/prestashop_011/img/p/6/7/67.jpg,http://localhost/Prestashop/prestashop_011/img/p/6/8/68.jpg,http://localhost/Prestashop/prestashop_011/img/p/6/9/69.jpg,http://localhost/Prestashop/prestashop_011/img/p/7/0/70.jpg,http://localhost/Prestashop/prestashop_011/img/p/7/1/71.jpg,http://localhost/Prestashop/prestashop_011/img/p/7/2/72.jpg;0;1:42:1,2:42:2,4:42:3;0;new;0;0;0;2;1;0;;;;;;;"2015-02-20 11:39:22";56.510000
13;1;"Physicians Formula Organic Wear 100% Natural Origin Mascara";2,3,4,5,6,7,8,9,10,11,12,13,14,15,38,39,42,43;39.3825;39.3825;1;0.000000;1;;;;;;;5;6;;;0.000000;0.000000;0.000000;0.000000;112.000000;100;1;both;0.00;;0;"<p>Our company advocates the postulate that the health is the biggest value in our lives. The point is that science and nature are easily combined in products that we are glad to offer you today. Our goal is to help you stay healthy as well as gorgeous at the same time. Soon you’ll discover how it is possible to use organic cosmetics for your body.</p>";"<p>Our company advocates the postulate that the health is the biggest value in our lives. The point is that science and nature are easily combined in products that we are glad to offer you today. Our goal is to help you stay healthy as well as gorgeous at the same time. Soon you’ll discover how it is possible to use organic cosmetics for your body.</p><p>You can shop with the confidence that you are in the place which has over twenty years of experience in organic cosmetics industry. We’ve collected all our knowledge to deliver you only the best organic, biodynamic, natural, wild-harvested cosmetology brands in the world.</p><p>Also you can always contact our consultants that are always glad to provide you with full information about our goods and natural products that are used in the process of production of  organic cosmetics. Our goal is to satisfy all our clients despite of their age, gender and race with premium, modern, effective alternatives to conventional beauty products.</p>";;;;;physicians-formula-organic-wear-100-natural-origin-mascara;;;1;0000-00-00;"2015-02-20 11:33:45";1;http://localhost/Prestashop/prestashop_011/img/p/7/3/73.jpg,http://localhost/Prestashop/prestashop_011/img/p/7/4/74.jpg,http://localhost/Prestashop/prestashop_011/img/p/7/5/75.jpg,http://localhost/Prestashop/prestashop_011/img/p/7/6/76.jpg,http://localhost/Prestashop/prestashop_011/img/p/7/7/77.jpg,http://localhost/Prestashop/prestashop_011/img/p/7/8/78.jpg;0;1:42:1,2:42:2,4:42:3;1;new;0;0;0;2;1;0;;;;;;;"2015-02-20 11:39:47";44.250000
14;1;"Physicians Formula Organic Wear 100% Natural Pressed Powder";2,16,17,18,19,20,21,22,23,24,25,40,41;18.96;18.96;1;0.000000;0;;;;;;;6;7;;;0.000000;0.000000;0.000000;0.000000;113.000000;100;1;both;0.00;;0;"<p>Our company advocates the postulate that the health is the biggest value in our lives. The point is that science and nature are easily combined in products that we are glad to offer you today. Our goal is to help you stay healthy as well as gorgeous at the same time. Soon you’ll discover how it is possible to use organic cosmetics for your body.</p>";"<p>Our company advocates the postulate that the health is the biggest value in our lives. The point is that science and nature are easily combined in products that we are glad to offer you today. Our goal is to help you stay healthy as well as gorgeous at the same time. Soon you’ll discover how it is possible to use organic cosmetics for your body.</p><p>You can shop with the confidence that you are in the place which has over twenty years of experience in organic cosmetics industry. We’ve collected all our knowledge to deliver you only the best organic, biodynamic, natural, wild-harvested cosmetology brands in the world.</p><p>Also you can always contact our consultants that are always glad to provide you with full information about our goods and natural products that are used in the process of production of  organic cosmetics. Our goal is to satisfy all our clients despite of their age, gender and race with premium, modern, effective alternatives to conventional beauty products.</p>";;;;;physicians-formula-organic-wear-100-natural-pressed-powder;;;1;0000-00-00;"2015-02-20 11:33:45";1;http://localhost/Prestashop/prestashop_011/img/p/7/9/79.jpg,http://localhost/Prestashop/prestashop_011/img/p/8/0/80.jpg,http://localhost/Prestashop/prestashop_011/img/p/8/1/81.jpg,http://localhost/Prestashop/prestashop_011/img/p/8/2/82.jpg,http://localhost/Prestashop/prestashop_011/img/p/8/3/83.jpg,http://localhost/Prestashop/prestashop_011/img/p/8/4/84.jpg;0;1:42:1,2:42:2,4:42:3;0;new;0;0;0;2;1;0;;;;;;;"2015-02-20 11:40:11";18.960000
15;1;"Premium Argan  100% Organic Pure Moroccan Argan Oil (60ml)_1. png";2,26,27,28,29,30,31,32,33,34,35,36,37;22.15;22.15;1;0.000000;0;;;;;;;7;8;;;0.000000;0.000000;0.000000;0.000000;114.000000;100;1;both;0.00;;0;"<p>Our company advocates the postulate that the health is the biggest value in our lives. The point is that science and nature are easily combined in products that we are glad to offer you today. Our goal is to help you stay healthy as well as gorgeous at the same time. Soon you’ll discover how it is possible to use organic cosmetics for your body.</p>";"<p>Our company advocates the postulate that the health is the biggest value in our lives. The point is that science and nature are easily combined in products that we are glad to offer you today. Our goal is to help you stay healthy as well as gorgeous at the same time. Soon you’ll discover how it is possible to use organic cosmetics for your body.</p><p>You can shop with the confidence that you are in the place which has over twenty years of experience in organic cosmetics industry. We’ve collected all our knowledge to deliver you only the best organic, biodynamic, natural, wild-harvested cosmetology brands in the world.</p><p>Also you can always contact our consultants that are always glad to provide you with full information about our goods and natural products that are used in the process of production of  organic cosmetics. Our goal is to satisfy all our clients despite of their age, gender and race with premium, modern, effective alternatives to conventional beauty products.</p>";;;;;premium-argan-100-organic-pure-moroccan-argan-oil-60ml1-png;;;1;0000-00-00;"2015-02-20 11:33:45";1;http://localhost/Prestashop/prestashop_011/img/p/8/5/85.jpg,http://localhost/Prestashop/prestashop_011/img/p/8/6/86.jpg,http://localhost/Prestashop/prestashop_011/img/p/8/7/87.jpg,http://localhost/Prestashop/prestashop_011/img/p/8/8/88.jpg,http://localhost/Prestashop/prestashop_011/img/p/8/9/89.jpg,http://localhost/Prestashop/prestashop_011/img/p/9/0/90.jpg;0;1:42:1,2:42:2,4:42:3;0;new;0;0;0;2;1;0;;;;;;;"2015-02-20 11:40:35";22.150000
16;1;"Raw Cocoa Butter - CERTIFIED ORGANIC Pure & Natural";2,3,4,5,6,7,8,9,10,11,12,13,14,15,38,39,42,43;20.25;20.25;1;0.000000;0;;;;;;;8;2;;;0.000000;0.000000;0.000000;0.000000;115.000000;100;1;both;0.00;;0;"<p>Our company advocates the postulate that the health is the biggest value in our lives. The point is that science and nature are easily combined in products that we are glad to offer you today. Our goal is to help you stay healthy as well as gorgeous at the same time. Soon you’ll discover how it is possible to use organic cosmetics for your body.</p>";"<p>Our company advocates the postulate that the health is the biggest value in our lives. The point is that science and nature are easily combined in products that we are glad to offer you today. Our goal is to help you stay healthy as well as gorgeous at the same time. Soon you’ll discover how it is possible to use organic cosmetics for your body.</p><p>You can shop with the confidence that you are in the place which has over twenty years of experience in organic cosmetics industry. We’ve collected all our knowledge to deliver you only the best organic, biodynamic, natural, wild-harvested cosmetology brands in the world.</p><p>Also you can always contact our consultants that are always glad to provide you with full information about our goods and natural products that are used in the process of production of  organic cosmetics. Our goal is to satisfy all our clients despite of their age, gender and race with premium, modern, effective alternatives to conventional beauty products.</p>";;;;;raw-cocoa-butter-certified-organic-pure-natural;;;1;0000-00-00;"2015-02-20 11:33:45";1;http://localhost/Prestashop/prestashop_011/img/p/9/1/91.jpg,http://localhost/Prestashop/prestashop_011/img/p/9/2/92.jpg,http://localhost/Prestashop/prestashop_011/img/p/9/3/93.jpg,http://localhost/Prestashop/prestashop_011/img/p/9/4/94.jpg,http://localhost/Prestashop/prestashop_011/img/p/9/5/95.jpg,http://localhost/Prestashop/prestashop_011/img/p/9/6/96.jpg;0;1:42:1,2:42:2,4:42:3;0;new;0;0;0;2;1;0;;;;;;;"2015-02-20 11:41:00";20.250000
17;1;"serumtologie C serum 22";2,16,17,18,19,20,21,22,23,24,25,40,41;30.28;30.28;1;0.000000;0;;;;;;;1;3;;;0.000000;0.000000;0.000000;0.000000;116.000000;100;1;both;0.00;;0;"<p>Our company advocates the postulate that the health is the biggest value in our lives. The point is that science and nature are easily combined in products that we are glad to offer you today. Our goal is to help you stay healthy as well as gorgeous at the same time. Soon you’ll discover how it is possible to use organic cosmetics for your body.</p>";"<p>Our company advocates the postulate that the health is the biggest value in our lives. The point is that science and nature are easily combined in products that we are glad to offer you today. Our goal is to help you stay healthy as well as gorgeous at the same time. Soon you’ll discover how it is possible to use organic cosmetics for your body.</p><p>You can shop with the confidence that you are in the place which has over twenty years of experience in organic cosmetics industry. We’ve collected all our knowledge to deliver you only the best organic, biodynamic, natural, wild-harvested cosmetology brands in the world.</p><p>Also you can always contact our consultants that are always glad to provide you with full information about our goods and natural products that are used in the process of production of  organic cosmetics. Our goal is to satisfy all our clients despite of their age, gender and race with premium, modern, effective alternatives to conventional beauty products.</p>";;;;;serumtologie-c-serum-22;;;1;0000-00-00;"2015-02-20 11:33:45";1;http://localhost/Prestashop/prestashop_011/img/p/9/7/97.jpg,http://localhost/Prestashop/prestashop_011/img/p/9/8/98.jpg,http://localhost/Prestashop/prestashop_011/img/p/9/9/99.jpg,http://localhost/Prestashop/prestashop_011/img/p/1/0/0/100.jpg,http://localhost/Prestashop/prestashop_011/img/p/1/0/1/101.jpg,http://localhost/Prestashop/prestashop_011/img/p/1/0/2/102.jpg;0;1:42:1,2:42:2,4:42:3;0;new;0;0;0;2;1;0;;;;;;;"2015-02-20 11:41:23";30.280000
18;1;"SHANY Professional Makeup Kit, 78 Color";2,26,27,28,29,30,31,32,33,34,35,36,37;26.51;26.51;1;0.000000;0;;;;;;;2;4;;;0.000000;0.000000;0.000000;0.000000;117.000000;100;1;both;0.00;;0;"<p>Our company advocates the postulate that the health is the biggest value in our lives. The point is that science and nature are easily combined in products that we are glad to offer you today. Our goal is to help you stay healthy as well as gorgeous at the same time. Soon you’ll discover how it is possible to use organic cosmetics for your body.</p>";"<p>Our company advocates the postulate that the health is the biggest value in our lives. The point is that science and nature are easily combined in products that we are glad to offer you today. Our goal is to help you stay healthy as well as gorgeous at the same time. Soon you’ll discover how it is possible to use organic cosmetics for your body.</p><p>You can shop with the confidence that you are in the place which has over twenty years of experience in organic cosmetics industry. We’ve collected all our knowledge to deliver you only the best organic, biodynamic, natural, wild-harvested cosmetology brands in the world.</p><p>Also you can always contact our consultants that are always glad to provide you with full information about our goods and natural products that are used in the process of production of  organic cosmetics. Our goal is to satisfy all our clients despite of their age, gender and race with premium, modern, effective alternatives to conventional beauty products.</p>";;;;;shany-professional-makeup-kit-78-color;;;1;0000-00-00;"2015-02-20 11:33:45";1;http://localhost/Prestashop/prestashop_011/img/p/1/0/3/103.jpg,http://localhost/Prestashop/prestashop_011/img/p/1/0/4/104.jpg,http://localhost/Prestashop/prestashop_011/img/p/1/0/5/105.jpg,http://localhost/Prestashop/prestashop_011/img/p/1/0/6/106.jpg,http://localhost/Prestashop/prestashop_011/img/p/1/0/7/107.jpg,http://localhost/Prestashop/prestashop_011/img/p/1/0/8/108.jpg;0;1:42:1,2:42:2,4:42:3;0;new;0;0;0;2;1;0;;;;;;;"2015-02-20 11:41:48";26.510000
19;1;"Shea Butter - Nature's Perfect Organics 100% Pure RAW Unrefined Shea Butter";2,3,4,5,6,7,8,9,10,11,12,13,14,15,38,39,42,43;24.25;24.25;1;0.000000;0;;;;;;;3;5;;;0.000000;0.000000;0.000000;0.000000;117.000000;100;1;both;0.00;;0;"<p>Our company advocates the postulate that the health is the biggest value in our lives. The point is that science and nature are easily combined in products that we are glad to offer you today. Our goal is to help you stay healthy as well as gorgeous at the same time. Soon you’ll discover how it is possible to use organic cosmetics for your body.</p>";"<p>Our company advocates the postulate that the health is the biggest value in our lives. The point is that science and nature are easily combined in products that we are glad to offer you today. Our goal is to help you stay healthy as well as gorgeous at the same time. Soon you’ll discover how it is possible to use organic cosmetics for your body.</p><p>You can shop with the confidence that you are in the place which has over twenty years of experience in organic cosmetics industry. We’ve collected all our knowledge to deliver you only the best organic, biodynamic, natural, wild-harvested cosmetology brands in the world.</p><p>Also you can always contact our consultants that are always glad to provide you with full information about our goods and natural products that are used in the process of production of  organic cosmetics. Our goal is to satisfy all our clients despite of their age, gender and race with premium, modern, effective alternatives to conventional beauty products.</p>";;;;;shea-butter-nature-s-perfect-organics-100-pure-raw-unrefined-shea-butter;;;1;0000-00-00;"2015-02-20 11:33:45";1;http://localhost/Prestashop/prestashop_011/img/p/1/0/9/109.jpg,http://localhost/Prestashop/prestashop_011/img/p/1/1/0/110.jpg,http://localhost/Prestashop/prestashop_011/img/p/1/1/1/111.jpg,http://localhost/Prestashop/prestashop_011/img/p/1/1/2/112.jpg,http://localhost/Prestashop/prestashop_011/img/p/1/1/3/113.jpg,http://localhost/Prestashop/prestashop_011/img/p/1/1/4/114.jpg;0;1:42:1,2:42:2,4:42:3;0;new;0;0;0;2;1;0;;;;;;;"2015-02-20 11:42:13";24.250000
20;1;"Vitamin C Serum";2,16,17,18,19,20,21,22,23,24,25,40,41;28.96;28.96;1;0.000000;0;;;;;;;4;6;;;0.000000;0.000000;0.000000;0.000000;117.000000;100;1;both;0.00;;0;"<p>Our company advocates the postulate that the health is the biggest value in our lives. The point is that science and nature are easily combined in products that we are glad to offer you today. Our goal is to help you stay healthy as well as gorgeous at the same time. Soon you’ll discover how it is possible to use organic cosmetics for your body.</p>";"<p>Our company advocates the postulate that the health is the biggest value in our lives. The point is that science and nature are easily combined in products that we are glad to offer you today. Our goal is to help you stay healthy as well as gorgeous at the same time. Soon you’ll discover how it is possible to use organic cosmetics for your body.</p><p>You can shop with the confidence that you are in the place which has over twenty years of experience in organic cosmetics industry. We’ve collected all our knowledge to deliver you only the best organic, biodynamic, natural, wild-harvested cosmetology brands in the world.</p><p>Also you can always contact our consultants that are always glad to provide you with full information about our goods and natural products that are used in the process of production of  organic cosmetics. Our goal is to satisfy all our clients despite of their age, gender and race with premium, modern, effective alternatives to conventional beauty products.</p>";;;;;vitamin-c-serum;;;1;0000-00-00;"2015-02-20 11:33:45";1;http://localhost/Prestashop/prestashop_011/img/p/1/1/5/115.jpg,http://localhost/Prestashop/prestashop_011/img/p/1/1/6/116.jpg,http://localhost/Prestashop/prestashop_011/img/p/1/1/7/117.jpg,http://localhost/Prestashop/prestashop_011/img/p/1/1/8/118.jpg,http://localhost/Prestashop/prestashop_011/img/p/1/1/9/119.jpg,http://localhost/Prestashop/prestashop_011/img/p/1/2/0/120.jpg;0;1:42:1,2:42:2,4:42:3;0;new;0;0;0;2;1;0;;;;;;;"2015-02-20 11:42:37";28.960000
